typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","528","NLD","Netherlands","705","SVN","Slovenia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","600","false","8","kg","600","false","600","false","0","false","5805.748",,"5805.748","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","340","HND","Honduras","705","SVN","Slovenia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5440","false","8","kg","5440","false","5440","false","0","false","43187.495",,"43187.495","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","528","NLD","Netherlands","705","SVN","Slovenia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","600","false","8","kg","600","false","600","false","0","false","5805.748",,"5805.748","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","170","COL","Colombia","705","SVN","Slovenia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19085.72","false","8","kg","19085.72","false","19085.72","false","0","false","146770.864",,"146770.864","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","558","NIC","Nicaragua","705","SVN","Slovenia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2013","false","8","kg","2013","false","2013","false","0","false","19178.963",,"19178.963","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","380","ITA","Italy","705","SVN","Slovenia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45710","false","8","kg","45710","false","45710","false","0","false","431754.982",,"431754.982","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","705","SVN","Slovenia","705","SVN","Slovenia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","160898","false","8","kg","160898","false","160898","false","0","false","3429791.931",,"3429791.931","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","699","IND","India","276","DEU","Germany","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42018","false","8","kg","42018","false","42018","false","0","false","306108.984",,"306108.984","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","76","BRA","Brazil","276","DEU","Germany","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7727.88","false","8","kg","7727.88","false","7727.88","false","0","false","72507.181",,"72507.181","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","76","BRA","Brazil","276","DEU","Germany","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7727.88","false","8","kg","7727.88","false","7727.88","false","0","false","72507.181",,"72507.181","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","800","UGA","Uganda","276","DEU","Germany","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121.3","false","8","kg","121.3","false","121.3","false","0","false","1811.936",,"1811.936","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","800","UGA","Uganda","276","DEU","Germany","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121.3","false","8","kg","121.3","false","121.3","false","0","false","1811.936",,"1811.936","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","188","CRI","Costa Rica","276","DEU","Germany","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","137.6","false","8","kg","137.6","false","137.6","false","0","false","2116.411",,"2116.411","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","484","MEX","Mexico","276","DEU","Germany","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","345.5","false","8","kg","345.5","false","345.5","false","0","false","3154.696",,"3154.696","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","231","ETH","Ethiopia","276","DEU","Germany","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","361.13","false","8","kg","361.13","false","361.13","false","0","false","5819.509",,"5819.509","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","276","DEU","Germany","276","DEU","Germany","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12953","false","8","kg","12953","false","12953","false","0","false","152966.758",,"152966.758","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","724","ESP","Spain","688","SRB","Serbia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17603.74","false","8","kg","17603.74","false","17603.74","false","0","false","312456.815",,"312456.815","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","699","IND","India","688","SRB","Serbia","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","298160","false","8","kg","298160","false","298160","false","0","false","1614102.507",,"1614102.507","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","558","NIC","Nicaragua","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","80","false","8","kg","80","false","80","false","0","false","1374.156",,"1374.156","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","620","PRT","Portugal","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3204.6","false","8","kg","3204.6","false","3204.6","false","0","false","43604.474",,"43604.474","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","231","ETH","Ethiopia","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12","false","8","kg","12","false","12","false","0","false","252.812",,"252.812","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","170","COL","Colombia","688","SRB","Serbia","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50","false","8","kg","50","false","50","false","0","false","861.612",,"861.612","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","705","SVN","Slovenia","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","8","kg","300","false","300","false","0","false","9621.768",,"9621.768","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","757","CHE","Switzerland","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2057.7","false","8","kg","2057.7","false","2057.7","false","0","false","41832.574",,"41832.574","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","340","HND","Honduras","688","SRB","Serbia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20","false","8","kg","20","false","20","false","0","false","353.537",,"353.537","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","276","DEU","Germany","191","HRV","Croatia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6783.13","false","8","kg","6783.13","false","6783.13","false","0","false","144283.388",,"144283.388","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","380","ITA","Italy","191","HRV","Croatia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17901.52","false","8","kg","17901.52","false","17901.52","false","0","false","222282.622",,"222282.622","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","251","FRA","France","191","HRV","Croatia","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22.8","false","8","kg","22.8","false","22.8","false","0","false","592.617",,"592.617","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","699","IND","India","191","HRV","Croatia","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1924096.7","false","8","kg","1924096.7","false","1924096.7","false","0","false","11013142.757",,"11013142.757","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","699","IND","India","191","HRV","Croatia","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23838","false","8","kg","23838","false","23838","false","0","false","145866.502",,"145866.502","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","699","IND","India","191","HRV","Croatia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1947934.7","false","8","kg","1947934.7","false","1947934.7","false","0","false","11159009.259",,"11159009.259","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","800","UGA","Uganda","191","HRV","Croatia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300.5","false","8","kg","300.5","false","300.5","false","0","false","1996.855",,"1996.855","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","704","VNM","Viet Nam","191","HRV","Croatia","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","8","kg","300","false","300","false","0","false","3054.857",,"3054.857","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","704","VNM","Viet Nam","191","HRV","Croatia","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","149560.5","false","8","kg","149560.5","false","149560.5","false","0","false","704805.423",,"704805.423","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","231","ETH","Ethiopia","191","HRV","Croatia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","222122.3","false","8","kg","222122.3","false","222122.3","false","0","false","1351656.274",,"1351656.274","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","222","SLV","El Salvador","191","HRV","Croatia","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","207","false","8","kg","207","false","207","false","0","false","2131.615",,"2131.615","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","76","BRA","Brazil","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","428729.4","false","8","kg","428729.4","false","428729.4","false","0","false","2365616.828",,"2365616.828","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","704","VNM","Viet Nam","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","288882","false","8","kg","288882","false","288882","false","0","false","1415478.465",,"1415478.465","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","76","BRA","Brazil","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","428729.4","false","8","kg","428729.4","false","428729.4","false","0","false","2365616.828",,"2365616.828","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","178","COG","Congo","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4920.5","false","8","kg","4920.5","false","4920.5","false","0","false","32216.624",,"32216.624","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","699","IND","India","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","248536.4","false","8","kg","248536.4","false","248536.4","false","0","false","1435957.942",,"1435957.942","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","699","IND","India","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","248536.4","false","8","kg","248536.4","false","248536.4","false","0","false","1435957.942",,"1435957.942","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","70","BIH","Bosnia Herzegovina","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1484.69","false","8","kg","1484.69","false","1484.69","false","0","false","44.182",,"44.182","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","499","MNE","Montenegro","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1649137","false","8","kg","1649137","false","1649137","false","0","false","9652325.518",,"9652325.518","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","300","GRC","Greece","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24232","false","8","kg","24232","false","24232","false","0","false","144730.914",,"144730.914","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","826","GBR","United Kingdom","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1649698.6","false","8","kg","1649698.6","false","1649698.6","false","0","false","9982062.169",,"9982062.169","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","348","HUN","Hungary","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26867.44","false","8","kg","26867.44","false","26867.44","false","0","false","398476.256",,"398476.256","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","616","POL","Poland","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3912.82","false","8","kg","3912.82","false","3912.82","false","0","false","86686.123",,"86686.123","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","40","AUT","Austria","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","323.7","false","8","kg","323.7","false","323.7","false","0","false","10044.17",,"10044.17","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","792","TUR","Türkiye","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1535.59","false","8","kg","1535.59","false","1535.59","false","0","false","23611.62",,"23611.62","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","899","_X ","Areas, nes","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","425780.9","false","8","kg","425780.9","false","425780.9","false","0","false","3053041.947",,"3053041.947","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","380","ITA","Italy","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","537.49","false","8","kg","537.49","false","537.49","false","0","false","18174.195",,"18174.195","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","276","DEU","Germany","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","67877.36","false","8","kg","67877.36","false","67877.36","false","0","false","630517.294",,"630517.294","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","276","DEU","Germany","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50503.79","false","8","kg","50503.79","false","50503.79","false","0","false","390080.037",,"390080.037","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","276","DEU","Germany","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","345.5","false","8","kg","345.5","false","345.5","false","0","false","3154.696",,"3154.696","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","191","HRV","Croatia","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","43885","false","8","kg","43885","false","43885","false","0","false","249446.187",,"249446.187","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17843110.52","false","8","kg","17843110.52","false","17843110.52","false","0","false","105303190.414",,"105303190.414","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50627.08","false","8","kg","50627.08","false","50627.08","false","0","false","890360.193",,"890360.193","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","191","HRV","Croatia","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","173546.9","false","8","kg","173546.9","false","173546.9","false","0","false","2546852.263",,"2546852.263","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","191","HRV","Croatia","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","174278.9","false","8","kg","174278.9","false","174278.9","false","0","false","2559641.333",,"2559641.333","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1606.51","false","8","kg","1606.51","false","1606.51","false","0","false","22695.19",,"22695.19","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1606.51","false","8","kg","1606.51","false","1606.51","false","0","false","22695.19",,"22695.19","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","705","SVN","Slovenia","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","169938.6","false","8","kg","169938.6","false","169938.6","false","0","false","3651305.799",,"3651305.799","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","251","FRA","France","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2220.24","false","8","kg","2220.24","false","2220.24","false","0","false","71634.337",,"71634.337","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","600","false","8","kg","600","false","600","false","0","false","5805.748",,"5805.748","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","842","USA","USA","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22.66","false","8","kg","22.66","false","22.66","false","0","false","635.392",,"635.392","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2199.5","false","8","kg","2199.5","false","2199.5","false","0","false","47150.716",,"47150.716","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","348","HUN","Hungary","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13546","false","8","kg","13546","false","13546","false","0","false","209713.131",,"209713.131","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","300","GRC","Greece","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17796","false","8","kg","17796","false","17796","false","0","false","217539.691",,"217539.691","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","300","GRC","Greece","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17796","false","8","kg","17796","false","17796","false","0","false","217539.691",,"217539.691","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","620","PRT","Portugal","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3204.6","false","8","kg","3204.6","false","3204.6","false","0","false","43604.474",,"43604.474","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","704","VNM","Viet Nam","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","8","kg","300","false","300","false","0","false","3054.857",,"3054.857","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","360","IDN","Indonesia","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9984.5","false","8","kg","9984.5","false","9984.5","false","0","false","60275.539",,"60275.539","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","345.5","false","8","kg","345.5","false","345.5","false","0","false","3154.696",,"3154.696","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","M","Import","170","COL","Colombia","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26344.22","false","8","kg","26344.22","false","26344.22","false","0","false","206987.063",,"206987.063","0","false","true",
