typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25358.282","false","8","kg","25358.282","false","25358.282","false","0","false","87611.55",,"87611.55","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25358.282","false","8","kg","25358.282","false","25358.282","false","0","false","87611.55",,"87611.55","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","188","CRI","Costa Rica","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5002.481","false","8","kg","5002.481","false","5002.481","false","0","false","64924.82",,"64924.82","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","188","CRI","Costa Rica","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","342.921","false","8","kg","342.921","false","342.921","false","0","false","4671.535",,"4671.535","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","188","CRI","Costa Rica","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4659.56","false","8","kg","4659.56","false","4659.56","false","0","false","60253.285",,"60253.285","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3538.691","false","8","kg","3538.691","false","3538.691","false","0","false","71661.4",,"71661.4","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","116.792","false","8","kg","116.792","false","116.792","false","0","false","2435.285",,"2435.285","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3421.899","false","8","kg","3421.899","false","3421.899","false","0","false","69226.115",,"69226.115","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","222","SLV","El Salvador","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12259.714","false","8","kg","12259.714","false","12259.714","false","0","false","122389.56",,"122389.56","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","222","SLV","El Salvador","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11534.9","false","8","kg","11534.9","false","11534.9","false","0","false","111696.81",,"111696.81","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","222","SLV","El Salvador","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","724.814","false","8","kg","724.814","false","724.814","false","0","false","10692.75",,"10692.75","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","699","IND","India","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","85.105","false","8","kg","85.105","false","85.105","false","0","false","469.09",,"469.09","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14317.604","false","8","kg","14317.604","false","14317.604","false","0","false","29102.645",,"29102.645","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11950.494","false","8","kg","11950.494","false","11950.494","false","0","false","22224.3",,"22224.3","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2367.11","false","8","kg","2367.11","false","2367.11","false","0","false","6878.345",,"6878.345","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","591","PAN","Panama","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49.921","false","8","kg","49.921","false","49.921","false","0","false","418.77",,"418.77","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","591","PAN","Panama","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49.921","false","8","kg","49.921","false","49.921","false","0","false","418.77",,"418.77","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1001.928","false","8","kg","1001.928","false","1001.928","false","0","false","5964.83",,"5964.83","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1706976.91","false","8","kg","1706976.91","false","1706976.91","false","0","false","3172114.715",,"3172114.715","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1218177.339","false","8","kg","1218177.339","false","1218177.339","false","0","false","2571163.03",,"2571163.03","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","299.559","false","8","kg","299.559","false","299.559","false","0","false","1410.305",,"1410.305","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","479964.451","false","8","kg","479964.451","false","479964.451","false","0","false","577150.46",,"577150.46","0","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1300297.92","true","-1","N/A","0","false","1300297.92","true","0","false","3191405.53",,"3191405.53","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1728.512","true","-1","N/A","0","false","1728.512","true","0","false","16674.655",,"16674.655","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21676.53","true","-1","N/A","0","false","21676.53","true","0","false","203362.51",,"203362.51","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","483817.384","true","-1","N/A","0","false","483817.384","true","0","false","593595.265",,"593595.265","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1815383.514","true","-1","N/A","0","false","1815383.514","true","0","false","4023081.045",,"4023081.045","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","320","GTM","Guatemala","0","W00","World","H6","HS","true","090112","Coffee; decaffeinated, not roasted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.77","true","-1","N/A","0","false","1.77","true","0","false","17.075",,"17.075","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","320","GTM","Guatemala","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36127.747","true","-1","N/A","0","false","36127.747","true","0","false","371293.05",,"371293.05","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","320","GTM","Guatemala","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46091.698","true","-1","N/A","0","false","46091.698","true","0","false","453372.76",,"453372.76","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","320","GTM","Guatemala","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8936.071","true","-1","N/A","0","false","8936.071","true","0","false","79602.995",,"79602.995","6","false","true",
"C","A","20250101","2025","52","2025","84","BLZ","Belize","M","Import","320","GTM","Guatemala","0","W00","World","H6","HS","true","090122","Coffee; roasted, decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1026.11","true","-1","N/A","0","false","1026.11","true","0","false","2459.64",,"2459.64","6","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9928.35","false","8","kg","9928.35","false","9928.35","false","0","false",,"117568.133","117568.133","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24849","false","8","kg","24849","false","24849","false","0","false",,"110670.535","110670.535","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","156","CHN","China","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28","false","8","kg","28","false","28","false","0","false",,"656.434","656.434","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","124","CAN","Canada","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6500","false","8","kg","6500","false","6500","false","0","false",,"68684.026","68684.026","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25734.1","false","8","kg","25734.1","false","25734.1","false","0","false",,"121078.669","121078.669","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","512","OMN","Oman","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.9","false","8","kg","1.9","false","1.9","false","0","false",,"56.195","56.195","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","885.1","false","8","kg","885.1","false","885.1","false","0","false",,"10408.134","10408.134","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","124","CAN","Canada","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6500","false","8","kg","6500","false","6500","false","0","false",,"68684.026","68684.026","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","788","TUN","Tunisia","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.5","false","8","kg","0.5","false","0.5","false","0","false",,"13.969","13.969","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","682","SAU","Saudi Arabia","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47.5","false","8","kg","47.5","false","47.5","false","0","false",,"1425.902","1425.902","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","788","TUN","Tunisia","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.5","false","8","kg","0.5","false","0.5","false","0","false",,"13.969","13.969","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2016.3","false","8","kg","2016.3","false","2016.3","false","0","false",,"20682.268","20682.268","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","579","NOR","Norway","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3.4","false","8","kg","3.4","false","3.4","false","0","false",,"104.675","104.675","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","842","USA","USA","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","206528.8","false","8","kg","206528.8","false","206528.8","false","0","false",,"2044339.234","2044339.234","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4795.4","false","8","kg","4795.4","false","4795.4","false","0","false",,"49711.041","49711.041","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4795.4","false","8","kg","4795.4","false","4795.4","false","0","false",,"49711.041","49711.041","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","752","SWE","Sweden","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32.5","false","8","kg","32.5","false","32.5","false","0","false",,"1875.795","1875.795","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","616","POL","Poland","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16","false","8","kg","16","false","16","false","0","false",,"481.396","481.396","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","380","ITA","Italy","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10219.5","false","8","kg","10219.5","false","10219.5","false","0","false",,"145084.081","145084.081","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","276","DEU","Germany","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103413.5","false","8","kg","103413.5","false","103413.5","false","0","false",,"1058824.552","1058824.552","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","499","MNE","Montenegro","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6096","false","8","kg","6096","false","6096","false","0","false",,"131131.88","131131.88","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090111","Coffee; not roasted or decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24881.5","false","8","kg","24881.5","false","24881.5","false","0","false",,"112546.33","112546.33","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1373890.57","false","8","kg","1373890.57","false","1373890.57","false","0","false",,"13741647.375","13741647.375","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1398772.07","false","8","kg","1398772.07","false","1398772.07","false","0","false",,"13854193.705","13854193.705","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","276","DEU","Germany","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103224.75","false","8","kg","103224.75","false","103224.75","false","0","false",,"1053912.466","1053912.466","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","40","AUT","Austria","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","101796.7","false","8","kg","101796.7","false","101796.7","false","0","false",,"1040155.715","1040155.715","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","100","BGR","Bulgaria","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9928.35","false","8","kg","9928.35","false","9928.35","false","0","false",,"117568.133","117568.133","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","372","IRL","Ireland","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2016.3","false","8","kg","2016.3","false","2016.3","false","0","false",,"20682.268","20682.268","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","826","GBR","United Kingdom","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4642","false","8","kg","4642","false","4642","false","0","false",,"47363.547","47363.547","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","203","CZE","Czechia","0","W00","World","H6","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","540","false","8","kg","540","false","540","false","0","false",,"6123.139","6123.139","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","191","HRV","Croatia","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","192359.82","false","8","kg","192359.82","false","192359.82","false","0","false",,"1794571.8","1794571.8","0","false","true",
"C","A","20250101","2025","52","2025","70","BIH","Bosnia Herzegovina","XIP","Export of goods after inward processing","842","USA","USA","0","W00","World","H6","HS","true","090121","Coffee; roasted, not decaffeinated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","204821.8","false","8","kg","204821.8","false","204821.8","false","0","false",,"2020714","2020714","0","false","true",
